Junction	9cda0fc1-8eb8-4394-88f2-6266d09e5f2a	d1f38097-b071-4dab-93a0-0c05eb84e72b	8db779ef-db1b-40e9-ad21-97726b18e04a	336bd630-4b43-4082-97ed-353c29f5c365	8392e265-7f49-40f9-9014-12f94244f18d	fbfc317c-5622-4636-872b-d7e46a8dc951	1df5c2b5-c6b8-4f3d-a4b4-e7099b2bef6e	dd6b706f-b041-461a-ad34-c21b1170b791	4aaa4d90-b7bb-47ab-b84f-0490a5d1e398	15c70103-439c-4ed6-b7a3-b8e97402559c	a9c0873e-8787-45ed-be42-15e4611d41a1	6a19da6d-7cc9-428f-ae35-ff31516b10b2	6d5171d8-3617-4398-8183-ab6aa50d75b4	da7e8a75-b089-47d9-99ae-b892b12b37cb	1755339f-355b-4dd2-9c6d-57c19c1f1dd1	1199c8bc-b239-48b8-87bb-e80c8fe1ebf5	6ce4b5e2-0273-42f0-966b-202885b905f7	6d46f0fa-e4f1-415f-b444-29ad15ae15ae	f3651eda-5841-4556-a291-fb3585bdabe3	8457e0f2-d754-4d72-b87b-91c05f7a370e	42a45525-98f9-4b5e-beda-cfb93bdbb729	3abfd181-d762-485d-851e-ff51ee031f3c	3f4a620d-2c92-4f0e-934a-28756fed6f3e	f1f4d6e6-9daa-4319-adab-5e9e12b7dd3e	03d50b76-acc8-401e-a39e-2ddef243c456	7934a598-36b2-47bb-8f85-a57246fc1f58	46a99965-e858-4ef8-9c12-630dc728ac67	0911dcc1-e7d2-460b-bd3e-a14b2c73c475	1e35c52f-e3cd-4597-bd3c-767f91382e7c	943add02-8431-415b-aaa5-4e4528fa4297	7ef54a5c-8de0-471b-a17c-6924db28e79b	57d34c73-92d7-41c6-8402-9068869220a1	9e28219d-0bc9-458a-9019-3b0db154d1b4	8b398d11-9488-4dde-9bc2-c84e3445e5c8	94b74565-c9ae-4723-8d01-4a7b6c0d3cf2	b3532ba1-ad65-44ba-b858-6fdee9de25f5	4bd92dde-456e-425d-a9c6-89795478c3fd	05da19c3-8be5-43f2-aae3-74c03eb5a70b	2f2a2314-198d-4f33-9b02-6522e728bb0f	0bc52f50-f8f8-440e-81de-5968fb8f244c	2dc9e713-b76b-4076-b59b-be8fd6480784	1ea5cfd1-fa77-441c-b2f2-84d3211eaa86	c23b910d-8bbd-4782-ae31-969d960f4b89	1e6cea84-e628-472e-bce6-438ea27b58d7	c423bed1-f85c-4bbb-bb92-f3b201f308f9
chr1:1456350-1487862:+	0.1707788506105173	0.1867291238240033	1.045406854706611	0.15707701046007227	1.424847262310344	1.0601131450605006	0.3369415278411415	2.6541258698897536	0.7879435629794848	0.8172149043654259	0.30041953588185905	1.2580244487266976	1.0116523238721735	1.1766303726623717	0.786046285998674	0.7031786723095973	0.45372922317170944	1.9245529071141485	2.3473747306214894	0.546617688264151	0.35058651370810795	0.8933367416257019	0.7496499134904	1.1702213309816565	0.3778373102441991	1.5998639377254191	1.5062230183318928	0.9249605697017141	1.439802071718112	0.2927017882469402	0.8735158722686857	1.106926655039837	1.209591479831151	2.110845080665945	0.9087148250689885	1.2836151531795725	1.3229482872743987	0.2345664465364818	1.3276018303793946	0.48139981824268463	1.3964192087702574	0.7821648681002793	1.1978326416182559	1.6614560847761801	4.065457662798203
chr1:1456350-1525239:+	1.0246731036631038	0.46682280956000827	3.397572277796486	0.6283080418402891	3.4038017932969327	1.0601131450605006	2.246276852274277	0.624500204679942	1.125633661399264	0.9534173884263302	0.500699226469765	2.236487908847462	1.910898833980772	1.6809005323748167	1.3475079188548698	1.5235537900041276	1.663673818296268	1.9245529071141485	4.28050686172154	1.2025589141811321	0.26293988528108103	0.638097672589787	0.6425570687060571	2.574486928159644	0.7556746204883982	3.3227943321989475	3.128309345766239	1.5416009495028566	2.2251486562916276	2.1952634118520513	0.29117195742289526	2.336845160639656	1.8143872197467261	1.3432650513328739	0.6815361188017414	2.310507275723231	1.7639310496991982	0.7036993396094453	2.3601810317855905	0.8665196728368323	2.7928384175405148	1.694690547550605	1.49729080202282	0.7668258852813139	3.523396641091776
chr1:1459232-1527694:+	1.8785673567156904	1.3071038667680233	6.141765271401341	1.8849241255208673	6.095179955438693	1.712490465097732	2.5832183801154183	4.8398765862695505	2.363830688938454	2.7240496812180863	1.502097679409295	3.6342928518771265	1.5736813926900475	2.6894408517997066	2.1335542048535436	3.047107580008255	3.024861487811396	3.9774093413692397	6.904043325357322	2.2957942907094346	1.4899926832594588	2.9352492939130204	2.6773211196085716	6.085150921104614	1.227971258293647	6.768655121146005	3.591762582176052	2.466561519204571	4.188515117725416	1.7562107294816411	1.6499744253964064	4.796682171839294	4.717406771341488	3.454110131998819	2.271787062672471	3.3373993982668884	5.438787403239195	1.720153941267533	3.3927602331917863	1.3479194910795171	5.003835498093422	1.694690547550605	3.5934979248547676	3.0673035411252556	7.5888543038899785
chr1:1462709-1533925:+	1.537009655494656	0.5601873714720099	2.7441929936048544	0.9424620627604336	2.5330617996628337	0.48928299002792336	1.2354522687508522	1.7173755628698408	0.6753801968395584	0.8172149043654259	0.30041953588185905	1.397804943029664	1.0116523238721735	2.3532607453247434	1.0106309391411523	1.054768008464396	0.3024861487811396	1.2830352714094322	2.485455597128636	0.6559412259169812	0.438233142135135	0.5104781380718296	0.32127853435302856	0	0.2833779826831493	2.3382626782140745	1.5062230183318928	0.46248028485085707	0.9162376820024348	0	0.3882292765638603	1.7218859078397466	1.935346367729841	1.1513700439996062	0.6815361188017414	1.7970612144514015	1.910925303840798	0.7818881551216059	1.6226244593525936	0.48139981824268463	1.1636826739752146	0.5214432454001862	1.2976520284197772	0.8946301994948662	2.574789853105529
chr1:1477351-1517310:+	1.0246731036631038	0.5601873714720099	6.011089414563014	0.9424620627604336	4.1162254244521055	1.2232074750698085	3.0324737505702735	1.4051254605298698	1.5758871259589695	2.315442229035373	0.500699226469765	3.3547318632711938	1.0116523238721735	0.16809005323748166	2.0212618782823046	1.6407502353890604	1.9661599670774075	2.5660705428188644	4.004345128707247	1.8585001400981134	0.6135263989891889	0.8933367416257019	1.9276712061181713	3.2766197267486383	0.7556746204883982	5.168791183420585	2.085539563844159	0.7708004747514283	2.094257558862708	1.0244562588642907	1.261745148832546	1.8448777583997285	1.935346367729841	1.3432650513328739	2.044608356405224	2.695591821677102	1.3229482872743987	0.5473217085851241	2.655203660758789	0.8665196728368323	4.305625893708294	1.694690547550605	3.8929560852593315	1.5336517705626278	5.149579706211058
chr1:1478746-1517715:+	1.6223990807999145	1.2137393048560217	9.277985835521173	1.4136930941406505	8.074134486425283	2.7726036101582325	4.604867547162267	4.059251330419623	2.363830688938454	4.903289426192555	1.2016781435274362	5.03209779490679	3.7093918541979694	0.67236021294992665	4.379400736278327	3.281500470778121	3.176104562201966	6.286872829906218	9.665660655500252	3.1703825919320763	0.87646628427027	2.1695320868052757	3.748249567452	5.617062388711951	1.227971258293647	6.645588664397895	4.171079127688318	3.0832018990057133	4.450297312583255	1.6098598353581712	3.785235446497638	3.566763666239475	2.903019551594762	3.262215124665551	2.7261444752069655	4.877737582082376	2.6458965745487975	1.6419651257553725	2.9502262897319884	0.6739597455397586	5.3529403002859866	4.041185151851443	4.7913305664730235	3.9619337406201223	11.383281455834968
chr1:1479109-1518920:+	1.7077885061051732	1.1203747429440198	7.187172126107951	1.8849241255208673	7.520027217749037	3.180339435181502	3.0324737505702735	5.776626893289464	3.0392108857780125	4.086074521827129	0.6008390717637181	3.7740733461800926	2.3605220890350713	2.1851706920872616	4.154816083135849	3.6330898069329196	3.327347636592536	5.260444612778673	7.042124191864469	3.3890296672377365	1.0517595411243241	1.1485758106616166	3.3198781883146284	4.9149295901229575	1.605808568537846	5.045724726672477	3.128309345766239	1.6957610444531426	3.53405963058082	1.1708071529877608	2.7176049359470222	4.55069847071933	3.870692735459682	1.7270550659994095	2.4989657689397182	6.161352735261947	3.5278620993983965	1.4855874947310512	1.9176470883257923	1.4441994547280539	6.167518172068637	2.7375770383509774	4.392053019266939	5.112172568542093	7.724369559316585
chr1:1480937-1520140:+	1.537009655494656	1.6805621144160299	12.806233970155986	1.8849241255208673	12.506992635835243	5.055924230288542	2.4709045375017045	5.620501842119479	2.588957421218307	6.401516750862502	1.802517215291154	6.849244220845353	3.9342034817251195	1.0085403194248899	6.063785634846914	2.226732462313725	3.478590710983106	6.4151763570471605	12.42727798564318	4.591588581418869	1.2270527979783779	2.0419125522873185	5.033363704864114	6.319195187300946	1.7947272236599456	10.829848193833607	4.866258982303038	3.391522088906285	5.759208286872448	2.4879652000989916	4.464636680484394	5.16565772351924	3.870692735459682	2.6865301026657478	3.1805018877414595	6.54643728121582	4.997804640814395	2.111098018828336	4.130316805624783	1.25163952743098	8.611251787416588	4.171545963201489	5.7895244344882375	2.9394992269117033	11.925342477541395
chr1:1486236-1524272:+	0.1707788506105173	0.7469164952960132	3.7895998483114655	0.4712310313802168	3.7995926994942506	1.3047546400744625	2.246276852274277	3.278626074569696	1.5758871259589695	1.6344298087308518	1.301817988821389	2.516048897453395	1.1240581376357481	2.0170806388497797	2.1335542048535436	1.2891608992342618	1.9661599670774075	1.2830352714094322	5.5232346602858575	1.093235376528302	0.438233142135135	0.638097672589787	1.6063926717651429	2.574486928159644	0.5667559653662986	5.045724726672477	1.7379496365367992	0.9249605697017141	2.2251486562916276	3.073368776592872	0.7764585531277206	1.5988940572797645	2.056305515712956	0.38379001466653545	0.6815361188017414	1.9254227297693587	2.204913812123998	0.7818881551216059	1.4751131448659942	0.28883989094561074	2.3273653479504293	1.433968924850512	1.8965683492289052	1.1502388279219709	4.200972918224809
chr1:1490672-1533925:+	3.757134713431381	1.6805621144160299	14.374344252215902	2.5132321673611564	11.636252642201143	3.8327167552187333	7.188085927277686	8.430752763179218	3.151774251917939	5.311896878375268	1.301817988821389	8.386829658177984	3.0349569716165203	9.244952928061492	5.7269086551331965	5.391036487706913	5.293507603669943	6.4151763570471605	12.84152058516462	5.138206269683019	2.1035190822486483	2.2971516213232333	3.748249567452	7.2553722520862705	1.7947272236599456	10.46064882358928	5.445575527815305	4.316482658607999	8.246139138021913	2.3416143059755217	3.688178127356673	6.764551780799004	9.192895246716747	6.908220263997638	2.7261444752069655	9.242029102892923	10.28959778991199	2.4238532808769784	5.310407321517578	1.6367593820251276	9.65856619399428	3.6501027178013032	6.687898915701929	4.728759625901436	13.280495031807463
chr1:1637884-1705641:-	1.0246731036631038	1.3071038667680233	6.795144555592972	1.8849241255208673	5.620230868001912	1.7940376301023857	2.1339630096605626	9.679753172539101	4.05228118103735	4.358479489948938	0.901258607645577	10.203976084116547	3.3721744129072446	1.3447204258998533	3.481062123708414	4.570661370012383	3.024861487811396	4.875534031355842	6.627881592343029	3.0610590542792457	1.0517595411243241	1.9142930177693613	3.748249567452	2.8085311943559756	1.7002678960988957	4.061193072687603	3.244172654868692	4.470642753558285	3.53405963058082	2.634316094222462	4.658751318766324	5.534633275199185	2.5401421076454165	3.454110131998819	2.4989657689397182	2.182145760405273	2.204913812123998	1.0164546016580878	3.3927602331917863	1.155359563782443	5.8184133698760725	2.6072162270009307	2.096207122831948	4.2175423690472265	7.317823793036765
chr1:1638591-1707408:-	2.732461609768277	1.5871975525040283	8.755282408167869	2.827386188281301	6.490970861636011	4.485094075255964	3.369415278411415	13.895129554128712	4.277407913317203	3.9498720377662244	1.1015382982334831	12.300683498661042	3.9342034817251195	3.1937110115121516	3.593354450279653	5.156643596937047	6.2009660500133625	6.030265775624332	6.489800725835883	4.154294430807548	1.5776393116864857	1.6590539487334464	5.9971993079232	4.680885323926626	1.9836458787820452	3.9381266159394936	5.445575527815305	3.237361993955999	4.842970604870013	3.8051232472102225	7.085184297290451	7.379511033598914	3.507815291510337	4.605480175998425	2.9533231814742127	5.776268189308076	3.233873591115197	1.1728322326824088	3.687782862164985	1.7330393456736646	5.236572032888465	1.9554121702506984	4.392053019266939	6.6458243391047205	8.130915325596407
chr1:1640453-1708179:-	2.134735632631467	1.3071038667680233	6.272441128239667	1.2566160836805782	6.411812680396547	2.6910564451535786	2.1339630096605626	9.992003274879073	2.9266475196380863	4.222277005888033	0.901258607645577	6.569683232239421	3.5969860404343947	1.512810479137335	2.4704311845672615	4.336268479242517	4.537292231717095	4.875534031355842	7.732528524400201	5.02888273203019	1.9282258253945936	1.9142930177693613	4.819178015295428	5.38301812251562	1.3224305858546967	2.4613291349621833	5.909028764225118	2.929041804055428	3.2722774357229816	2.7806669883459323	5.629324510175974	6.764551780799004	2.056305515712956	5.181165197998228	1.3630722376034827	3.979206974856675	2.057919557982398	1.720153941267533	1.9176470883257923	1.0590796001339062	4.072889358913251	2.6072162270009307	3.194220377648682	3.706325112193017	6.911278026756945
chr1:1641114-1708793:-	2.305514483241984	2.2407494858880397	10.323392690227786	1.2566160836805782	8.944874480059381	4.158905415237348	5.1664367602308365	15.456380065828567	3.6020277164776444	5.584301846497076	1.802517215291154	14.39739091320554	3.147362785380095	3.02562095827467	4.603985389420805	7.734965395405571	6.654695273185072	8.33972926416131	11.046469320571715	6.1221181085584915	1.9282258253945936	2.807629759395063	7.389406290119656	6.085150921104614	1.605808568537846	6.3994557509016765	5.561438836917758	4.162322563657713	5.497426092014609	3.073368776592872	7.764585531277207	7.2565191830389315	3.7497335874765674	5.3730602053314955	4.316395419077695	6.418075765897862	3.821850607681596	1.8765315722918543	3.540271547678386	1.25163952743098	8.262146985224023	2.867937849701024	6.388440755297364	6.6458243391047205	10.0281289015689
chr1:1642002-1709517:-	1.195451954273621	1.6805621144160299	4.442979132503098	1.4136930941406505	3.2454854308180057	1.0601131450605006	2.021649167046849	6.7133772003093775	2.363830688938454	2.4516447130962775	1.1015382982334831	3.9138538404830587	1.236463951399323	0.5042701597124449	2.245846531424783	2.343928907698658	2.419889190249117	0.8981246899866024	4.142425995214393	1.4212059894867926	0.5258797705621621	1.0209562761436592	2.3560425852555427	2.106398395766982	0.7556746204883982	2.9535949619546202	1.5062230183318928	2.1582413293039995	2.356039753720547	1.1708071529877608	2.814662255087987	2.951804413439566	0.9676731838649205	1.7270550659994095	1.3630722376034827	1.9254227297693587	2.204913812123998	1.0164546016580878	1.0325792014061959	1.5404794183765909	3.141943219733079	0.9125256794503258	1.1978326416182559	1.5336517705626278	5.285094961637664
chr1:1642509-1712263:-	3.5009664375156047	1.4938329905920265	9.670013406036153	2.199078146441012	9.498981748735625	5.626754385321119	3.8186706488662705	13.114504298278783	5.515604940856393	5.175694394314363	1.401957834115342	12.440463992964009	2.697739530325796	1.6809005323748167	4.603985389420805	6.328608050786376	4.386049157326525	4.747230504214898	9.251418055978812	5.24752980733585	1.3146994264054048	1.9142930177693613	8.353241893178742	3.51066399294497	2.361483189026244	6.645588664397895	5.329712218712851	3.391522088906285	5.890099384301367	4.536877717827573	10.676305105506158	6.395576229119058	2.6611012556285316	6.332535241997834	3.4076805940087067	6.803160311851734	3.380867845256797	2.0329092033161755	2.212669717298991	2.2144391639163494	7.214832578646329	3.38938109510121	3.693317311656289	6.6458243391047205	11.112250944981756
chr1:1655485-1722707:-	1.6223990807999145	1.4004684286800249	5.619061844048034	1.727847115060795	5.3035981430440575	2.9356979401675405	2.3585906948879907	6.088876995629435	2.9266475196380863	4.4946819740098425	1.00139845293953	8.247049163875017	3.5969860404343947	1.0085403194248899	3.144185143994696	4.922250706167182	3.932319934154815	4.747230504214898	7.732528524400201	4.810235656724529	1.5776393116864857	2.1695320868052757	6.104292152707543	5.38301812251562	1.3224305858546967	3.1997278754508383	3.707625891278505	2.0040812343537135	5.235643897156771	3.073368776592872	5.4352098718940445	5.16565772351924	1.209591479831151	4.22169016133189	2.4989657689397182	3.8508454595387174	1.6169367955575984	1.6419651257553725	3.0977376042185876	1.5404794183765909	4.77109896329838	1.694690547550605	4.691511179671502	3.578520797979465	5.827155983344091
chr1:16580957-16587724:-	0.8538942530525866	0.1867291238240033	0.6533792841916319	0.31415402092014455	0.870739993634099	1.3047546400744625	0.44925537045485536	0.46837515350995657	2.251267322798528	1.770632292791756	0.100139845293953	0.13978049430296638	1.236463951399323	0	2.4704311845672615	1.2891608992342618	0.3024861487811396	3.079284651382637	1.6569703980857573	0.7652647635698114	0.35058651370810795	0.1276195345179574	2.1418568956868573	0.7021327985889939	0.5667559653662986	0.7383987404886551	1.1586330910245328	0.46248028485085707	1.047128779431354	0.2927017882469402	2.038203701960267	0.6149592527999095	0	0.19189500733326773	0.45435741253449424	0.2567230306359145	0	0.31275526204864235	0.44253394345979824	0.7702397091882954	0.9309461391801716	0.6518040567502327	0.6987357076106493	1.0224345137084185	0.5420610217064271
chr1:19267462-19306017:-	11.44218299090466	6.068696524280107	3.1362205641198333	5.811849387022675	3.4038017932969327	2.8541507751628865	6.289575186367975	5.620501842119479	2.363830688938454	2.5878471971571817	6.00839071763718	18.451025247991563	1.7984930202171974	6.723602129499267	4.379400736278327	2.5783217984685236	4.991021454888804	2.8226775971007507	2.6235364636357823	2.4051178283622643	6.1352639898918895	8.678128347221103	2.034764050902514	15.680965835154197	5.195263015857737	3.9381266159394936	5.909028764225118	10.174566266718855	3.1413863382940623	2.9270178824694018	14.752712509426692	7.748486585278859	8.225222062851824	5.948745227331298	1.817429650137977	6.03299121994399	16.463356463859185	5.0040841927782775	3.3927602331917863	13.09407505620102	5.8184133698760725	3.7804635291513495	4.591691792869981	2.6838905984845987	3.1168508748119557
